Time (msec),A/F Correction #1 (%),A/F Correction #3 (32-bit ECU) (%),A/F Sensor #1 (AFR),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Learned Ignition Timing (degrees),Manifold Relative Pressure (Corrected) (bar),Mass Airflow (g/s),Throttle Opening Angle (%),Vehicle Speed (kph)
66034,0.00,0.00,14.70,0.31,1143,6.00,6.00,0.6875,17.50,0.00,3.00,2.00,0.00,-0.680,6.02,6.27,50
66097,0.00,0.00,14.70,0.33,1055,4.00,2.00,0.6875,17.50,2.25,1.00,1.00,0.00,-0.680,5.78,6.27,49
66159,0.00,0.00,14.70,0.33,986,3.00,2.00,0.6875,17.50,2.10,0.00,1.00,0.00,-0.680,5.55,6.27,48
66238,0.00,0.00,14.70,0.30,1055,2.00,2.00,0.6875,17.50,2.48,0.00,0.00,0.00,-0.670,5.51,5.88,48
66304,0.00,0.00,14.70,0.29,1146,2.00,2.00,0.6875,17.50,2.44,0.00,0.00,0.00,-0.670,5.25,5.49,47
66371,0.00,0.00,14.70,0.23,1159,2.00,2.00,0.6875,17.50,2.47,0.00,0.00,0.00,-0.680,4.49,5.10,46
66434,0.00,0.00,14.70,0.21,1182,2.00,2.00,0.6875,17.50,2.27,0.00,0.00,0.00,-0.690,4.29,5.10,45
66496,0.00,0.00,14.70,0.21,1172,2.00,2.00,0.6875,17.50,2.25,0.00,0.00,0.00,-0.710,4.13,5.10,45
66575,0.00,0.00,14.70,0.22,1149,2.00,1.00,0.6875,17.50,2.21,0.00,0.00,0.00,-0.710,4.23,5.10,44
66637,0.00,0.00,14.70,0.24,1120,2.00,1.00,0.6875,17.50,1.91,0.00,0.00,0.00,-0.720,4.32,5.10,43
66700,0.00,0.00,14.70,0.25,1088,1.00,1.00,0.6875,17.50,1.86,0.00,0.00,0.00,-0.720,4.29,5.10,42
66762,0.00,0.00,14.70,0.25,1056,1.00,1.00,0.6875,17.50,1.80,0.00,0.00,0.00,-0.720,4.35,5.10,41
66840,0.00,0.00,14.70,0.27,1009,1.00,1.00,0.6875,17.50,1.72,0.00,0.00,0.00,-0.720,4.46,5.49,40
66903,0.00,0.00,14.70,0.28,978,1.00,1.00,0.6875,17.50,1.67,0.00,0.00,0.00,-0.720,4.52,5.49,39
66965,0.00,0.00,14.70,0.29,962,1.00,1.00,0.6875,17.50,1.85,0.00,0.00,0.00,-0.710,4.55,5.49,38
67043,0.00,0.00,14.70,0.29,946,1.00,1.00,0.6875,17.50,1.82,0.00,0.00,0.00,-0.710,4.58,5.49,38
67106,0.00,0.00,14.70,0.29,932,1.00,1.00,0.6875,17.50,1.79,0.00,0.00,0.00,-0.710,4.61,5.49,37
67168,0.00,0.00,14.70,0.30,905,1.00,1.00,0.6875,17.50,1.74,0.00,0.00,0.00,-0.700,4.52,5.49,35
67231,0.00,0.00,14.70,0.31,892,1.00,1.00,0.6875,17.50,1.71,0.00,0.00,0.00,-0.700,4.58,5.49,35
67309,0.00,0.00,14.70,0.31,874,1.00,1.00,0.6875,17.50,1.87,0.00,0.00,0.00,-0.690,4.55,5.10,33
67371,0.00,0.00,14.70,0.31,866,1.00,1.00,0.6875,17.50,1.85,0.00,0.00,0.00,-0.690,4.52,5.10,32
67434,0.00,0.00,14.70,0.31,848,1.00,1.00,0.6875,17.50,1.81,0.00,0.00,0.00,-0.690,4.43,5.10,31
67496,0.00,0.00,14.70,0.31,842,1.00,1.00,0.6875,17.50,1.80,0.00,0.00,0.00,-0.680,4.43,5.10,30
67575,0.00,0.00,14.70,0.31,838,1.00,1.00,0.6875,17.50,1.79,0.00,0.00,0.00,-0.680,4.37,5.10,29
67637,0.00,0.00,14.70,0.31,834,1.00,1.00,0.6875,17.50,1.78,0.00,0.00,0.00,-0.680,4.35,5.10,28
67715,0.00,0.00,14.70,0.31,837,1.00,1.00,0.6875,17.50,1.79,0.00,0.00,0.00,-0.670,4.37,5.10,27
67778,0.00,0.00,14.70,0.31,855,1.00,1.00,0.6875,17.50,1.82,0.00,0.00,0.00,-0.670,4.35,5.10,26
67840,0.00,0.00,14.70,0.30,863,1.00,1.00,0.6875,17.50,1.84,0.00,0.00,0.00,-0.670,4.35,5.10,25
67903,0.00,0.00,14.70,0.30,876,1.00,1.00,0.6875,17.50,1.87,0.00,0.00,0.00,-0.670,4.35,5.10,24
67981,0.00,0.00,14.70,0.30,876,1.00,1.00,0.6875,17.50,1.87,0.00,0.00,0.00,-0.670,4.35,5.10,23
68043,0.00,0.00,14.70,0.30,878,1.00,1.00,0.6875,17.50,1.87,0.00,0.00,0.00,-0.670,4.35,5.10,21
68106,0.00,0.00,14.70,0.31,864,1.00,1.00,0.6875,17.50,1.84,0.00,0.00,0.00,-0.670,4.35,5.10,21
68168,0.00,0.00,14.70,0.30,838,1.00,1.00,0.6875,17.50,1.79,0.00,0.00,0.00,-0.670,4.35,5.10,20
68246,0.00,0.00,14.70,0.32,808,1.00,0.00,0.6875,17.50,1.72,0.00,0.00,0.00,-0.670,4.35,5.10,18
68309,0.00,0.00,14.70,0.33,791,0.00,0.00,0.6875,17.50,1.69,0.00,0.00,0.00,-0.670,4.32,5.10,17
68371,0.00,0.00,14.70,0.34,770,0.00,0.00,0.6875,17.50,1.64,0.00,0.00,0.00,-0.660,4.32,5.10,16
68450,0.00,0.00,14.70,0.35,743,0.00,0.00,0.6875,17.50,1.59,0.00,0.00,0.00,-0.660,4.32,5.10,15
68512,0.00,0.00,14.70,0.36,719,0.00,0.00,0.6875,17.50,1.69,0.00,0.00,0.00,-0.650,4.29,5.10,14
68575,0.00,0.00,14.70,0.37,712,0.00,0.00,0.6875,17.50,1.67,0.00,0.00,0.00,-0.650,4.29,5.10,13
68653,0.00,0.00,14.70,0.36,704,0.00,0.00,0.6875,17.50,1.65,0.00,0.00,0.00,-0.640,4.26,5.10,12
68715,0.00,0.00,14.70,0.37,689,0.00,0.00,0.6875,17.50,1.76,0.00,0.00,0.00,-0.630,4.23,5.10,12
68778,0.00,0.00,14.70,0.37,683,0.00,0.00,0.6875,17.50,1.60,0.00,0.00,0.00,-0.630,4.26,5.49,11
68856,0.00,0.00,14.70,0.39,694,0.00,0.00,0.6875,17.50,1.63,0.00,0.00,0.00,-0.620,4.50,5.49,10
68918,0.00,0.00,14.70,0.40,692,0.00,0.00,0.6875,17.50,1.92,0.00,0.00,0.00,-0.620,4.62,5.49,9
68981,0.00,0.00,14.70,0.40,687,0.00,0.00,0.6875,17.50,1.90,0.00,0.00,0.00,-0.610,4.65,5.88,8
69043,0.00,0.00,14.70,0.44,696,0.00,0.00,0.6875,17.50,1.93,0.00,0.00,0.00,-0.610,4.78,5.88,7
69106,0.00,0.00,14.70,0.41,707,0.00,0.00,0.6875,17.50,1.96,0.00,0.00,0.00,-0.600,4.88,5.88,7
69184,0.00,0.00,14.70,0.41,723,0.00,0.00,0.6875,17.50,1.85,0.00,0.00,0.00,-0.590,4.88,5.88,6
69246,0.00,0.00,14.70,0.40,731,0.00,0.00,0.6875,17.50,1.87,0.00,0.00,0.00,-0.590,4.91,5.49,5
69309,0.00,0.00,14.70,0.39,734,0.00,0.00,0.6875,17.50,1.88,0.00,0.00,0.00,-0.590,4.88,5.88,4
69387,0.00,0.00,14.70,0.39,747,0.00,0.00,0.6875,17.50,1.91,0.00,0.00,0.00,-0.580,4.91,5.88,4
69450,0.00,0.00,14.70,0.39,750,0.00,0.00,0.6875,17.50,1.92,0.00,0.00,0.00,-0.580,4.91,5.49,3
69512,0.00,0.00,14.70,0.39,760,0.00,0.00,0.6875,17.50,1.95,0.00,0.00,0.00,-0.580,4.91,5.49,3
69575,0.00,0.00,14.70,0.39,766,0.00,0.00,0.6875,17.50,1.96,0.00,0.00,0.00,-0.590,4.95,5.49,2
69653,0.00,0.00,14.70,0.36,770,0.00,0.00,0.6875,17.50,1.97,0.00,0.00,0.00,-0.590,4.88,5.49,2
69715,0.00,0.00,14.70,0.39,760,0.00,0.00,0.6875,19.00,1.95,0.00,0.00,0.00,-0.590,4.95,5.49,2
69778,0.00,0.00,14.70,0.38,754,0.00,0.00,0.6875,19.50,1.93,0.00,0.00,0.00,-0.590,4.88,5.49,1
69856,0.00,0.00,14.70,0.39,754,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.590,4.88,5.49,0
69918,0.00,0.00,14.70,0.39,754,0.00,0.00,0.6875,18.50,1.93,0.00,0.00,0.00,-0.590,4.88,5.49,0
69981,0.00,0.00,14.70,0.39,768,0.00,0.00,0.6875,17.50,1.97,0.00,0.00,0.00,-0.590,4.88,5.49,0
70043,0.00,0.00,14.70,0.38,764,0.00,0.00,0.6875,18.50,1.96,0.00,0.00,0.00,-0.590,4.95,5.49,0
70121,0.00,0.00,14.70,0.37,774,0.00,0.00,0.6875,18.50,1.98,0.00,0.00,0.00,-0.590,4.81,5.49,0
70184,0.00,0.00,14.70,0.38,763,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.590,4.88,5.49,0
70246,0.00,0.00,14.70,0.38,756,0.00,0.00,0.6875,19.00,1.94,0.00,0.00,0.00,-0.590,4.88,5.49,0
70325,0.00,0.00,14.70,0.39,752,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.590,4.91,5.49,0
70387,0.00,0.00,14.70,0.39,750,0.00,0.00,0.6875,18.50,1.92,0.00,0.00,0.00,-0.590,4.91,5.88,0
70450,0.00,0.00,14.70,0.40,763,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
70528,0.00,0.00,14.70,0.39,761,0.00,0.00,0.6875,19.50,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
70590,0.00,0.00,14.70,0.38,771,0.00,0.00,0.6875,18.00,1.97,0.00,0.00,0.00,-0.590,4.88,5.88,0
70653,0.00,0.00,14.70,0.39,759,0.00,0.00,0.6875,18.50,1.94,0.00,0.00,0.00,-0.590,4.95,5.88,0
70715,0.00,0.00,14.70,0.39,756,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.590,4.95,5.88,0
70794,0.00,0.00,14.70,0.39,759,0.00,0.00,0.6875,17.00,1.94,0.00,0.00,0.00,-0.590,4.95,5.88,0
70856,0.00,0.00,14.70,0.39,760,0.00,0.00,0.6875,17.50,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
70919,0.00,0.00,14.70,0.39,772,0.00,0.00,0.6875,16.50,1.98,0.00,0.00,0.00,-0.590,4.95,5.88,0
70991,0.00,0.00,14.70,0.39,764,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
71050,0.00,0.00,14.70,0.39,763,0.00,0.00,0.6875,18.50,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
71128,0.00,0.00,14.70,0.38,759,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.590,4.91,5.88,0
71191,0.00,0.00,14.70,0.38,764,0.00,0.00,0.6875,17.00,1.95,0.00,0.00,0.00,-0.590,4.95,5.88,0
71253,0.00,0.00,14.70,0.38,765,0.00,0.00,0.6875,16.00,1.96,0.00,0.00,0.00,-0.590,4.88,5.88,0
71331,0.00,0.00,14.70,0.39,769,0.00,0.00,0.6875,16.50,1.81,0.00,0.00,0.00,-0.590,4.95,5.88,0
71394,0.00,0.00,14.70,0.38,784,0.00,0.00,0.6875,15.00,1.84,0.00,0.00,0.00,-0.590,4.95,5.88,0
71456,0.00,0.00,14.70,0.39,777,0.00,0.00,0.6875,16.00,1.82,0.00,0.00,0.00,-0.590,4.95,5.88,0
71531,0.00,0.00,14.70,0.38,780,0.00,0.00,0.6875,17.00,1.83,0.00,0.00,0.00,-0.590,4.91,5.88,0
71594,0.00,0.00,14.70,0.38,775,0.00,0.00,0.6875,15.50,1.82,0.00,0.00,0.00,-0.600,4.91,5.88,0
71656,0.00,0.00,14.70,0.39,759,0.00,0.00,0.6875,16.00,1.78,0.00,0.00,0.00,-0.600,4.91,5.88,0
71719,0.00,0.00,14.70,0.39,763,0.00,0.00,0.6875,16.50,1.79,0.00,0.00,0.00,-0.600,4.91,5.88,0
71797,0.00,0.00,14.70,0.39,758,0.00,0.00,0.6875,17.50,1.78,0.00,0.00,0.00,-0.600,4.88,5.88,0
71859,0.00,0.00,14.70,0.38,767,0.00,0.00,0.6875,17.00,1.80,0.00,0.00,0.00,-0.590,4.85,5.49,0
71922,0.00,0.00,14.70,0.40,762,0.00,0.00,0.6875,18.00,1.79,0.00,0.00,0.00,-0.590,4.95,5.88,0
71984,0.00,0.00,14.70,0.39,764,0.00,0.00,0.6875,19.00,1.79,0.00,0.00,0.00,-0.600,4.91,5.88,0
72068,0.00,0.00,14.70,0.39,758,0.00,0.00,0.6875,18.00,1.78,0.00,0.00,0.00,-0.590,4.95,5.88,0
72123,0.00,0.00,14.70,0.39,754,0.00,0.00,0.6875,17.50,1.77,0.00,0.00,0.00,-0.590,4.91,5.88,0
72202,0.00,0.00,14.70,0.39,756,0.00,0.00,0.6875,17.50,1.77,0.00,0.00,0.00,-0.590,4.91,5.88,0
72261,0.00,0.00,14.70,0.38,766,0.00,0.00,0.6875,17.00,1.80,0.00,0.00,0.00,-0.590,4.78,5.88,0
72323,0.00,0.00,14.70,0.38,773,0.00,0.00,0.6875,16.00,1.81,0.00,0.00,0.00,-0.590,4.81,5.88,0
72401,0.00,0.00,14.70,0.35,768,0.00,0.00,0.6875,17.00,1.80,0.00,0.00,0.00,-0.590,4.81,5.49,0
72464,0.00,0.00,14.70,0.38,758,0.00,0.00,0.6875,18.50,1.78,0.00,0.00,0.00,-0.590,4.81,5.88,0
72526,0.00,0.00,14.70,0.39,751,0.00,0.00,0.6875,19.00,1.76,0.00,0.00,0.00,-0.590,4.88,5.88,0
72589,0.00,0.00,14.70,0.38,754,0.00,0.00,0.6875,18.00,1.77,0.00,0.00,0.00,-0.590,4.88,5.49,0
72667,0.00,0.00,14.70,0.39,756,0.00,0.00,0.6875,17.00,1.77,0.00,0.00,0.00,-0.590,4.88,5.49,0
72730,0.00,0.00,14.70,0.39,763,0.00,0.00,0.6875,17.50,1.79,0.00,0.00,0.00,-0.590,4.88,5.49,0
72792,0.00,0.00,14.70,0.39,764,0.00,0.00,0.6875,18.50,1.79,0.00,0.00,0.00,-0.590,4.91,5.49,0
72870,0.00,0.00,14.70,0.38,765,0.00,0.00,0.6875,18.00,1.80,0.00,0.00,0.00,-0.590,4.88,5.49,0
72933,0.00,0.00,14.70,0.37,759,0.00,0.00,0.6875,18.00,1.78,0.00,0.00,0.00,-0.590,4.81,5.49,0
72995,0.00,0.00,14.70,0.38,764,0.00,0.00,0.6875,17.00,1.79,0.00,0.00,0.00,-0.590,4.88,5.49,0
73058,0.00,0.00,14.70,0.39,752,0.00,0.00,0.6875,17.00,1.77,0.00,0.00,0.00,-0.590,4.88,5.49,0
73136,0.00,0.00,14.70,0.39,755,0.00,0.00,0.6875,17.00,1.77,0.00,0.00,0.00,-0.590,4.95,5.88,0
73198,0.00,0.00,14.70,0.39,760,0.00,0.00,0.6875,17.50,1.78,0.00,0.00,0.00,-0.590,4.95,5.49,0
73276,0.00,0.00,14.70,0.39,762,0.00,0.00,0.6875,18.50,1.79,0.00,0.00,0.00,-0.590,4.85,5.49,0
73339,0.00,0.00,14.70,0.38,760,0.00,0.00,0.6875,18.00,1.78,0.00,0.00,0.00,-0.590,4.85,5.88,0
73402,0.00,0.00,14.70,0.38,755,0.00,0.00,0.6875,18.00,1.77,0.00,0.00,0.00,-0.590,4.85,5.88,0
73464,0.00,0.00,14.70,0.39,759,0.00,0.00,0.6875,16.50,1.78,0.00,0.00,0.00,-0.590,4.88,5.49,0
73542,0.00,0.00,14.70,0.37,754,0.00,0.00,0.6875,18.00,1.77,0.00,0.00,0.00,-0.590,4.71,5.49,0
73605,0.00,0.00,14.70,0.35,766,0.00,0.00,0.6875,16.50,1.80,0.00,0.00,0.00,-0.590,4.41,5.88,0
73667,0.00,0.00,14.70,0.35,768,0.00,0.00,0.6875,17.50,1.80,0.00,0.00,0.00,-0.590,4.35,5.88,0
73730,0.00,0.00,14.70,0.33,766,0.00,0.00,0.6875,17.50,1.80,0.00,0.00,0.00,-0.590,4.21,5.49,0
73808,0.00,0.00,14.70,0.33,757,0.00,0.00,0.6875,18.50,1.62,0.00,0.00,0.00,-0.590,4.18,5.88,0
73870,0.00,0.00,14.70,0.38,740,0.00,0.00,0.6875,20.00,1.58,0.00,0.00,0.00,-0.590,4.53,5.49,0
73933,0.00,0.00,14.70,0.39,742,0.00,0.00,0.6875,19.50,1.58,0.00,0.00,0.00,-0.590,4.88,5.49,0
74011,0.00,0.00,14.70,0.40,748,0.00,0.00,0.6875,19.00,1.75,0.00,0.00,0.00,-0.590,4.91,5.49,0
74078,0.00,0.00,14.70,0.38,757,0.00,0.00,0.6875,18.00,1.78,0.00,0.00,0.00,-0.590,4.88,5.88,0
74141,0.00,0.00,14.70,0.39,756,0.00,0.00,0.6875,18.50,1.78,0.00,0.00,0.00,-0.590,4.88,5.49,0
74203,0.00,0.00,14.70,0.39,751,0.00,0.00,0.6875,20.00,1.76,0.00,0.00,0.00,-0.590,4.88,5.88,0
74266,0.00,0.00,14.70,0.39,752,0.00,0.00,0.6875,18.50,1.77,0.00,0.00,0.00,-0.590,4.91,5.88,0
74328,0.00,0.00,14.70,0.39,750,0.00,0.00,0.6875,18.00,1.76,0.00,0.00,0.00,-0.590,4.91,5.49,0
74405,0.00,0.00,14.70,0.38,754,0.00,0.00,0.6875,17.00,1.77,0.00,0.00,0.00,-0.590,4.75,5.88,0
74468,0.00,0.00,14.70,0.39,759,0.00,0.00,0.6875,17.50,1.78,0.00,0.00,0.00,-0.590,4.68,5.49,0
74530,0.00,0.00,14.70,0.39,751,0.00,0.00,0.6875,20.00,1.76,0.00,0.00,0.00,-0.590,4.81,5.49,0
74608,0.00,0.00,14.70,0.38,754,0.00,0.00,0.6875,19.00,1.77,0.00,0.00,0.00,-0.590,4.81,5.88,0
74671,0.00,0.00,14.70,0.39,737,0.00,0.00,0.6875,20.50,1.73,0.00,0.00,0.00,-0.590,4.85,5.88,0
74733,0.00,0.00,14.70,0.39,742,0.00,0.00,0.6875,19.50,1.74,0.00,0.00,0.00,-0.590,4.91,5.49,0
74811,0.00,0.00,14.70,0.39,756,0.00,0.00,0.6875,17.50,1.78,0.00,0.00,0.00,-0.590,4.88,5.49,0
74874,0.00,0.00,14.70,0.39,770,0.00,0.00,0.6875,15.50,1.81,0.00,0.00,0.00,-0.590,4.95,5.88,0
